time,fps_avg,fps_max,fps_min,cpu,ram_gb,gpu,vram_mb,gpu_power_w,latency_ms,yolo_ms,lk_ms,kalman_ms,total_pipeline_ms
1775914195.6821287,0.0,0.0,0.0,6.8,4.669513702392578,0.0,339.0,9.36,1202347454.556942,4696.457147598267,0.014066696166992188,0.0,4700.997114181519
1775914195.8044755,173.26570055950958,346.32185616381804,0.20954495520114683,19.6,4.82586669921875,0.0,563.0,9.36,1202349540.4173136,48.13122749328613,0.00762939453125,0.0,51.099538803100586
1775914196.4004154,116.05912914809124,346.32185616381804,0.20954495520114683,26.3,4.8393707275390625,0.0,563.0,9.36,1202348859.2744668,36.94343566894531,0.00762939453125,0.0,39.50929641723633
1775914196.4444945,92.83042376037537,346.32185616381804,0.20954495520114683,26.3,4.8393707275390625,0.0,563.0,9.36,1202348512.83741,37.928104400634766,0.006198883056640625,0.0,40.37976264953613
1775914196.5560048,76.24484887943956,346.32185616381804,0.20954495520114683,18.4,4.826381683349609,0.0,563.0,9.36,1202348311.8300438,47.791481018066406,0.00762939453125,0.0,50.87566375732422
1775914196.6680343,64.93917053502479,346.32185616381804,0.20954495520114683,42.8,4.82989501953125,0.0,563.0,9.36,1202348175.4042308,40.64774513244629,0.008344650268554688,0.0,44.01373863220215
1775914196.7865767,57.009446643756924,346.32185616381804,0.20954495520114683,27.6,4.835540771484375,0.0,563.0,9.36,1202348074.0342822,53.58266830444336,0.007152557373046875,0.0,56.54168128967285
1775914196.8781624,51.01344041988356,346.32185616381804,0.20954495520114683,22.7,4.840309143066406,0.0,563.0,9.36,1202348003.5024285,35.0489616394043,0.00858306884765625,0.0,37.535667419433594
1775914196.9677835,46.56658129930135,346.32185616381804,0.20954495520114683,23.6,4.850738525390625,0.0,563.0,9.36,1202347943.9201887,33.72025489807129,0.0064373016357421875,0.0,36.17739677429199
1775914197.1036618,42.62971339164225,346.32185616381804,0.20954495520114683,18.6,4.864925384521484,0.0,563.0,9.36,1202347896.81046,30.953168869018555,0.00762939453125,0.0,33.13040733337402
1775914197.1916895,39.81013252406964,346.32185616381804,0.20954495520114683,16.2,4.8653411865234375,0.0,563.0,9.36,1202347860.0151973,32.73749351501465,0.006198883056640625,0.0,35.05754470825195
1775914197.2292724,38.654736384815315,346.32185616381804,0.20954495520114683,16.2,4.8653411865234375,0.0,563.0,9.36,1202347827.0274599,31.90779685974121,0.00667572021484375,0.0,34.09838676452637
1775914197.3049035,36.63690791742756,346.32185616381804,0.20954495520114683,15.0,4.866390228271484,0.0,563.0,9.36,1202347800.1642227,27.301311492919922,0.0059604644775390625,0.0,29.23417091369629
1775914197.3817494,34.95654521725483,346.32185616381804,0.20954495520114683,13.3,4.858848571777344,0.0,563.0,9.36,1202347777.8300729,27.487754821777344,0.0057220458984375,0.0,29.814720153808594
1775914197.4146893,34.620931457715656,346.32185616381804,0.20954495520114683,13.3,4.858848571777344,0.0,563.0,9.36,1202347756.2393665,27.38046646118164,0.0054836273193359375,0.0,29.33526039123535
1775914197.488616,33.289569543385454,346.32185616381804,0.20954495520114683,14.1,4.859081268310547,0.0,563.0,9.36,1202347737.8834486,26.40223503112793,0.0054836273193359375,0.0,28.182506561279297
1775914197.5804362,31.98670492737231,346.32185616381804,0.20954495520114683,10.5,4.863578796386719,0.0,563.0,9.36,1202347723.0315769,28.13100814819336,0.0054836273193359375,0.0,30.234813690185547
1775914197.6157575,31.765164949590442,346.32185616381804,0.20954495520114683,10.5,4.863578796386719,0.0,563.0,9.36,1202347708.1067429,27.742862701416016,0.0054836273193359375,0.0,29.84786033630371
1775914197.694326,30.77543748445994,346.32185616381804,0.20954495520114683,19.8,4.864612579345703,0.0,563.0,9.36,1202347695.3166661,29.30474281311035,0.0054836273193359375,0.0,31.25786781311035
1775914197.7776906,29.82721801972452,346.32185616381804,0.20954495520114683,19.0,4.859104156494141,0.0,563.0,9.36,1202347684.6925855,27.985572814941406,0.0057220458984375,0.0,29.956340789794922
1775914197.8145752,29.644857382491544,346.32185616381804,0.20954495520114683,19.0,4.859104156494141,0.0,563.0,9.36,1202347673.7340858,26.295185089111328,0.0059604644775390625,0.0,28.375625610351562
1775914197.8951664,28.91149278476212,346.32185616381804,0.20954495520114683,14.0,4.86041259765625,0.0,563.0,9.36,1202347664.105036,32.82642364501953,0.009298324584960938,0.0,34.949302673339844
1775914197.9868774,28.125029501366836,346.32185616381804,0.20954495520114683,14.3,4.8532562255859375,0.0,563.0,9.36,1202347656.4322453,32.00721740722656,0.0073909759521484375,0.0,34.26218032836914
